id,formation_energy_ev_natom,bandgap_energy_ev
10,0.24036614464523046,9.847234523961731
15,0.06144427118923256,0.7625593677931234
17,0.20621162254740097,3.788975313601938
18,0.21240065841896616,6.99249016553544
29,0.11934421947333822,1.681723242661179
35,0.04372540042966451,0.5894278729204226
40,0.10609439695541958,15.711604181185796
44,0.1965864698021071,2.6337795941768887
50,0.11934421947333822,1.7681085398079488
53,0.22996052294299438,3.480732332025285
57,0.20310098921128458,6.621797153951873
68,0.21208232254146486,6.17183617943757
72,0.10238236798882205,13.644952431529342
81,0.10609439695541958,15.711604181185796
84,0.07637393081841429,1.1733735736275495
85,0.10609439695541958,15.711604181185796
91,0.09860811865779658,26.829272206545678
93,0.2189196497455184,6.875693098856081
108,0.22077334646442318,8.208307996943752
109,0.20310098921128458,5.9261151595231825
118,0.2551550094603467,5.419726036855771
119,0.2189196497455184,6.875693098856081
123,0.04372540042966451,0.5894278729204226
125,0.1628792598622968,1.7804519762133002
126,0.10609439695541958,16.322246208477658
127,0.10129226941848801,9.064445976083286
134,0.16783605403156968,1.9696995453666999
138,0.2551550094603467,5.419726036855771
140,0.20310098921128458,5.59597482434401
144,0.058053979030528564,0.9893740729035253
149,0.24234056841156984,5.520728101261234
153,0.09660305592203251,29.627204599811744
155,0.11934421947333822,1.681723242661179
159,0.09860811865779658,26.829272206545678
175,0.10609439695541958,15.711604181185796
179,0.2275517035964535,9.5812662584146
196,0.058053979030528564,0.9893740729035253
197,0.1269027073662748,2.0420772413485375
210,0.21676729026607394,7.784431837399754
216,0.07907780065544076,1.2601079225186236
229,0.21783897312619982,4.784034637768265
230,0.22489327297499603,7.249958068133283
234,0.23397187245657383,11.109635540944119
238,0.19811352698920023,8.1207095466161
243,0.09843685612247839,23.008456083202162
250,0.18831293512857747,10.337507837334874
252,0.10651631676606105,1.5131243133842094
253,0.25318744242921837,4.156675000008095
257,0.09299353801924018,1.4289577437471281
261,0.10238236798882205,13.644952431529342
277,0.11093413332734303,1.074406769827707
289,0.22077334646442318,8.208307996943752
301,0.10238236798882205,14.119041201933147
302,0.1269027073662748,1.947256094867089
306,0.04372540042966451,0.5894278729204226
311,0.22489327297499603,7.249958068133283
