id,formation_energy_ev_natom,bandgap_energy_ev
10,0.24477592903231288,9.422461619171866
15,0.05818804104798376,0.7616394051973762
17,0.20775692264283305,3.7110551217172008
18,0.21463536535077157,6.7503316871835715
29,0.1186477825514684,1.659462435290853
35,0.04397840811388025,0.5828134703924093
40,0.10591008848552186,15.626727628428673
44,0.19854484913361664,2.636460670099056
50,0.11885462183414695,1.7409165432646823
53,0.22879211989503612,3.4526416594803067
57,0.20603965026197227,6.4010684549419326
68,0.21408446824205196,5.975238281376879
72,0.10243549518054673,13.635632237145419
81,0.10591008848552186,15.626727628428673
84,0.07313209976705569,1.1683363016178765
85,0.10591008848552186,15.626727628428673
91,0.09742045066818268,26.446238719223555
93,0.21896724239607535,6.638359007160907
108,0.22078616444604973,7.890661391460904
109,0.2062198410123047,5.743321054744465
118,0.25390896472213215,5.283194561882048
119,0.21896724239607535,6.638359007160907
123,0.04397840811388025,0.5828134703924093
125,0.15875770715703957,1.7842643249549643
126,0.10591008848552186,16.214434689951723
127,0.09958765360515417,9.092026080261956
134,0.17094627725253164,1.9541393653539723
138,0.25390896472213215,5.283194561882048
140,0.20498964257787253,5.429787082755914
144,0.05776743795620659,0.9845746659017475
149,0.24111644318970368,5.36041903459464
153,0.09742045066818268,29.206933985638866
155,0.1186477825514684,1.659462435290853
159,0.09742045066818268,26.446238719223555
175,0.10591008848552186,15.626727628428673
179,0.22726532485499132,9.171663210520663
196,0.05776743795620659,0.9845746659017475
197,0.12465237383846595,1.9966981221888478
210,0.21883991796499408,7.4938041554489425
216,0.0816377954759359,1.2538038323838716
229,0.219648532874364,4.66311353489
230,0.2220054638896797,6.989482875925638
234,0.23690009177014873,10.607514554145009
238,0.19863669649158547,7.822016330691627
243,0.10085614842040101,22.697983041503075
250,0.1863775025880727,9.912336114150662
252,0.10841537418242136,1.4990652267347622
253,0.2528169897095834,4.095076018585572
257,0.09499031350433201,1.4181457121110759
261,0.10243549518054673,13.635632237145419
277,0.10588456405290987,1.078726258052921
289,0.22078616444604973,7.890661391460904
301,0.10315326988176424,14.093022795502302
302,0.12465237383846595,1.9085279531633441
306,0.04397840811388025,0.5828134703924093
311,0.2220054638896797,6.989482875925638
313,0.17854799359662288,1.8368999553444756
321,0.12074243841610025,3.1314202482734768
323,0.10243549518054673,13.19978662228488
326,0.06662213708491199,1.0790622436787711
331,0.21774794295244537,7.114785375250797
333,0.10243549518054673,13.635632237145419
336,0.22182445534935294,3.095976863633351
340,0.22879211989503612,3.4526416594803067
341,0.21436418279776032,6.299752606762401
345,0.10591008848552186,14.575489904476873
354,0.0816377954759359,1.2538038323838716
356,0.1010496212642468,11.58067318502806
370,0.14406014454210797,1.9306523565516442
374,0.10591008848552186,15.626727628428673
376,0.1744706833991084,16.665166500413815
377,0.030066009196708224,0.5613148140522999
379,0.12465237383846595,1.9966981221888478
385,0.18423328811777148,1.7749977159384769
390,0.20579475905253208,6.06641569121648
397,0.19711380531570838,7.034942061787612
401,0.1010496212642468,11.58067318502806
406,0.07313209976705569,1.1683363016178765
410,0.07615553596950476,0.7611741890891185
414,0.05818804104798376,0.7616394051973762
417,0.09423425005433786,0.9064477006114852
419,0.0979191382941231,24.353777217031983
427,0.03819424230803001,0.6410838294687365
430,0.15681587775376657,10.241758174601884
432,0.17849956220049093,9.407061684385866
433,0.03819424230803001,0.6410838294687365
435,0.19791892179036794,6.877528957441924
440,0.17716269597850204,8.929986376529135
445,0.10165875347476815,4.520894120699403
446,0.24164881294098386,6.860775982747552
452,0.12967137461716668,2.639995334954769
454,0.12000350019085151,1.8238172068850496
456,0.2220054638896797,6.989482875925638
459,0.2069518061681735,4.213710766634259
462,0.11147585432563172,3.354948303203928
464,0.09480465904519952,1.0018451127847603
